Cost Code,Description,Supplier/Subcontractor,Src,Tran Type,Internal Ref,External Ref,PO Number,Quantity,Unit
PL-HIRE,Alloy Access Tower double width 2.5m deck 4.7,MEP Hire,PL,PINV,23070566,12802400,P-000309,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,NanoSP 4.5m working height electric lift (0.7,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,Alloy Access Tower double width 2.5m deck 3.2,MEP Hire,PL,PINV,23070566,12802400,P-000309,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,Superglas Insulated Glass Fibre Step AEPGFIS0,MEP Hire,PL,PINV,23070567,12802402,P-000231,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,Superglas Insulated Glass Fibre Step AEPGFIS0,MEP Hire,PL,PINV,23070567,12802402,P-000231,0,EA
PL-HIRE,Podium Steps 1M - 1.25M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1M - 1.25M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1M - 1.25M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040385,12453494,P-000196,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),Star Platforms Ltd,PL,PINV,22120513,L223240,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Powertower 5.1m working height push-around li,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,NanoSP 4.5m working height electric lift (0.7,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,NanoSP 4.5m working height electric lift (0.7,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23050556,12571302,P-000167,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Powertower 4.5m working height push-around li,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,GENIE MATERIAL LIFT SLA -25,Sunbelt Rentals Ltd,PL,PINV,23050587,24569899,P-000272,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Powertower 4.5m working height push-around li,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Powertower 5.1m working height push-around li,Star Platforms Ltd,PL,PINV,23050591,K244818,P-000168,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Powertower 5.1m working height push-around li,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Powertower 5.1m working height push-around li,Star Platforms Ltd,PL,PINV,23050591,K244818,P-000168,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,NanoSP 4.5m working height electric lift (0.7,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,23050591,K244818,P-000168,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Powertower 4.5m working height push-around li,Star Platforms Ltd,PL,PINV,22120514,K223302,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,23050591,K244818,P-000168,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,Site Secure Chest 4 x 4 x 2,MEP Hire,PL,PINV,23010101,12026976,P-000188,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Electric scissor lift 3219 - 7.8m working hei,Star Platforms Ltd,PL,PINV,23050591,K244818,P-000168,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010122,12033161,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,,MEP Hire,PL,PCRN,23060003,CR00000259,,0,
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010114,12035518,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,,MEP Hire,PL,PCRN,23060616,CR00000259,,0,
PL-HIRE,Ecolift 4.2m working height (0.7m wide),MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010115,12035517,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23060407,12643321,,0,
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010116,12035516,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23040386,12453498,P-000195,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010120,12035514,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23010121,12035515,,0,
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23010245,12080870,P-000178,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Powertower 5.1m working height push-around li,Star Platforms Ltd,PL,PINV,23010193,K224167,P-000173,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Electric vertical mast lift SJ16 - 6.75m work,Star Platforms Ltd,PL,PINV,23010194,L224166,P-000168,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23040387,12453500,P-000194,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,MEP Adjustable Leg Assembly,MEP Hire,PL,PINV,23070568,12802403,P-000288,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23080204,12847348,,0,
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23080202,12857683,,0,
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,P,MEP Hire,PL,PCRN,23080203,12857684,,0,
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23060487,12692233,P-000195,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,P,MEP Hire,PL,PINN,23060488,12665548,,0,
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23010242,12080867,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23040388,12453502,P-000178,0,EA
PL-HIRE,Site Secure Chest 4 x 4 x 2,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080321,12914680,P-000196,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23060486,12692226,P-000196,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Site Secure Chest 4 x 4 x 2,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23040389,12453507,P-000189,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Site Secure Chest 4 x 4 x 2,MEP Hire,PL,PINV,23040407,12453536,P-000166,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23060489,12692235,P-000194,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Fiberglass stepladder 10 Tread,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Mi tower 4M platform,MEP Hire,PL,PINV,23060490,12692238,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Podium Steps 1.6M,MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Mi Tower 4m (Platform),MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23060490,12692238,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Ecolift 4.2m working height (0.7m wide),MEP Hire,PL,PINV,23010243,12080868,P-000195,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23060490,12692238,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23010244,12080869,P-000194,0,EA
PL-HIRE,Podium Steps 0.75 - 1M,MEP Hire,PL,PINV,23080322,12914684,P-000195,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23060490,12692238,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Aluminium Stepladder 8 Thread,MEP Hire,PL,PINV,23010244,12080869,P-000194,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23080323,12914686,P-000194,0,EA
PL-HIRE,Delta Deck 1 M,MEP Hire,PL,PINV,23060490,12692238,P-000178,0,EA
PL-HIRE,Staircase tower 2.34m Platform 8x2 Euro,MEP Hire,PL,PINV,23040408,12453538,P-000167,0,EA
PL-HIRE,Aluminium Stepladder 12 Thread,MEP Hire,PL,PINV,23010244,12080869,P-000194,0,EA
